Review,Product,Review Text,Valence,Action,Object,Feature,Ability,Agent,Environment,0,Valence Checked,Action Checked,Feature Checked,Ability Checked,Agent Checked,Environment Checked,Object Checked,_merge
http://linked.aub.edu.lb/actionrec/Review/864d3d1b2b28726556b381cd0f9820d9,{'Samsung - Galaxy Book2 Pro 360 2-in-1 15.6 AMOLED Touch Screen Laptop - Intel 12th Gen Evo Core i7 - 16GB DDR5 Memory  1TB SSD - Silver'},"{'Wasn""t sure about getting this one but Definitely glad I did. super fast, terrific 4K screen, and super light for a 15.6"" laptop. would recommend to everyone.'}",positive,WorkAction,WorkTasks,ScreenResolution,WorkingAbility,Person,Universal,,positive,WorkAction,ScreenResolution,WorkingAbility,Person,Universal,WorkTasks,both
http://linked.aub.edu.lb/actionrec/Review/69eaf82eff978f681faff2a8ee0448df,{'Samsung - Galaxy Book2 Pro 360 2-in-1 15.6 AMOLED Touch Screen Laptop - Intel 12th Gen Evo Core i7 - 16GB DDR5 Memory  1TB SSD - Silver'},"{'I love the Samsung Galaxy Book2 Pro 360 15.6"" laptop. It has been a great laptop with fast and easy setup. The display is beautiful, the keyboard is responsive with a light touch. Battery life is incredibly long. I would recommend this laptop for everyday users to a 10hrs a day workload.'}",positive,UseAction,WorkTasks,Speed,UsingAbility,Person,Universal,,positive,UseAction,Reliability,UsingAbility,Person,Universal,WorkTasks,both
http://linked.aub.edu.lb/actionrec/Review/28375ce5bc8a0c01e461211713d0d01a,{'Samsung - Galaxy Book2 Pro 360 2-in-1 15.6 AMOLED Touch Screen Laptop - Intel 12th Gen Evo Core i7 - 16GB DDR5 Memory  1TB SSD - Silver'},{'Does everything I was looking for in a laptop. I enjoy the conversion to tablet mode as well.Only thing that is a minor inconvenience is needing to buy adapters for USB-C as usb/HDMI ports are now obsolete.'},positive,UseAction,WorkTasks,TabletFunction,UsingAbility,Person,Universal,,positive,UseAction,TabletFunction,UsingAbility,Person,Universal,WorkTasks,both
http://linked.aub.edu.lb/actionrec/Review/056602b35fdb97b82543330709577eff,{'Samsung - Galaxy Book2 Pro 360 2-in-1 15.6 AMOLED Touch Screen Laptop - Intel 12th Gen Evo Core i7 - 16GB DDR5 Memory  1TB SSD - Silver'},"{'Purchasing my new Samsung Galaxy Book2 Pro 360 online was extremely simple and fast. I love this computer and completing the purchase online thru Best Buy was super simple. This computer is ultra-light and fast. I really like the fact that it has 16GB of memory and a 1TB SSD. The display is also very nice and the 15.6"" screen is just the right size for me. Other nice features of this laptop are the fingerprint reader and backlit keyboard. I couldn""t be more pleased with this computer!'}",positive,StoreAction,Data,Memory,StoringAbility,Person,Universal,,positive,StoreAction,Memory,StoringAbility,Person,Universal,Data,both
http://linked.aub.edu.lb/actionrec/Review/c607acc06168f7d7e4f69ebf4fe67581,{'Samsung - Galaxy Book2 Pro 360 2-in-1 15.6 AMOLED Touch Screen Laptop - Intel 12th Gen Evo Core i7 - 16GB DDR5 Memory  1TB SSD - Silver'},{'Very large screen with a picture quality that is unmatched.'},positive,WorkAction,WorkTasks,ScreenSize,WorkingAbility,Teacher,Home,,positive,WorkAction,ScreenSize,WorkingAbility,Person,Universal,WorkTasks,both
http://linked.aub.edu.lb/actionrec/Review/ca5a3c066ad8361cd9968721bc19c81c,{'Samsung - Galaxy Book2 Pro 360 2-in-1 15.6 AMOLED Touch Screen Laptop - Intel 12th Gen Evo Core i7 - 16GB DDR5 Memory  1TB SSD - Silver'},"{'This laptop is garbage do not waste your money!!!  I had it just sitting on a soft towel on my dresser for days barely used it, in a very good case 1 time and the screen cracked across 1 corner....after 4 days!!!  The screen is super thin fragile glass, I returned it and went with the iPad 12.9 Pro, way better!'}",negative,UseAction,WorkTasks,ScreenQuality,UsingAbility,Person,Universal,,positive,UseAction,ScreenQuality,UsingAbility,Person,Universal,WorkTasks,both
http://linked.aub.edu.lb/actionrec/Review/9252d1a0f51106fb9cc215a511f39880,{'Samsung - Galaxy Book2 Pro 360 2-in-1 15.6 AMOLED Touch Screen Laptop - Intel 12th Gen Evo Core i7 - 16GB DDR5 Memory  1TB SSD - Silver'},"{'Bought this laptop for my daughter.   She loves it, says its the best one!  Its light weight and so easy to use.'}",positive,CarryAction,Work,Lightweight,CarryingAbility,Person,Universal,,positive,CarryAction,Lightweight,CarryingAbility,Person,Universal,Work,both
http://linked.aub.edu.lb/actionrec/Review/200840bd6345c3186aff17d7193424e2,{'Samsung - Galaxy Book2 Pro 360 2-in-1 15.6 AMOLED Touch Screen Laptop - Intel 12th Gen Evo Core i7 - 16GB DDR5 Memory  1TB SSD - Silver'},{'love this one so far. very easy to use. and light weight. usability is good.  1TB is great storage space for me.'},positive,StoreAction,Data,HardDisk,StoringAbility,Person,Universal,,positive,StoreAction,HardDisk,StoringAbility,Person,Universal,Data,both
http://linked.aub.edu.lb/actionrec/Review/723aad1f323ea2723d894ebb6aa81d39,{'Samsung - Galaxy Book2 Pro 360 2-in-1 15.6 AMOLED Touch Screen Laptop - Intel 12th Gen Evo Core i7 - 16GB DDR5 Memory  1TB SSD - Silver'},"{'I""m not much of a computer person but I really enjoy using this very light weight computer.'}",positive,UseAction,WorkTasks,Lightweight,UsingAbility,Person,Universal,,positive,UseAction,Lightweight,UsingAbility,Person,Universal,WorkTasks,both
http://linked.aub.edu.lb/actionrec/Review/b10c867e14d0293af7512ad4160dbc7c,{'Samsung - Galaxy Book2 Pro 360 2-in-1 15.6 AMOLED Touch Screen Laptop - Intel 12th Gen Evo Core i7 - 16GB DDR5 Memory  1TB SSD - Silver'},"{'Great Laptop, fast, large screen and so lightweight!'}",positive,CarryAction,Work,Lightweight,CarryingAbility,Person,Universal,,positive,CarryAction,Lightweight,CarryingAbility,Person,Universal,Work,both
http://linked.aub.edu.lb/actionrec/Review/e39209273ea6e745552d016557184dcb,{'Samsung - Galaxy Book2 Pro 360 2-in-1 15.6 AMOLED Touch Screen Laptop - Intel 12th Gen Evo Core i7 - 16GB DDR5 Memory  1TB SSD - Silver'},{'Enjoying the sharpness and clarity on this computer'},positive,WorkAction,WorkTasks,ScreenResolution,WorkingAbility,Person,Universal,,positive,WorkAction,ScreenResolution,WorkingAbility,Person,Universal,WorkTasks,both
http://linked.aub.edu.lb/actionrec/Review/31713b8f41c2b71f4a11c65e69b9612e,{'Samsung - Galaxy Book2 Pro 360 2-in-1 15.6 AMOLED Touch Screen Laptop - Intel 12th Gen Evo Core i7 - 16GB DDR5 Memory  1TB SSD - Silver'},{'Love the laptop. Samsung does it again. Display is beautiful. Connects with my phone without my issues. Fast and lightweight.'},positive,ConnectAction,Sound,Speaker,ConnectingAbility,Person,Universal,,positive,ConnectAction,Connectivity,ConnectingAbility,Person,Universal,Sound,both
http://linked.aub.edu.lb/actionrec/Review/31713b8f41c2b71f4a11c65e69b9612e,{'Samsung - Galaxy Book2 Pro 360 2-in-1 15.6 AMOLED Touch Screen Laptop - Intel 12th Gen Evo Core i7 - 16GB DDR5 Memory  1TB SSD - Silver'},{'Love the laptop. Samsung does it again. Display is beautiful. Connects with my phone without my issues. Fast and lightweight.'},positive,ConnectAction,Sound,Speaker,ConnectingAbility,Person,Universal,,positive,ConnectAction,Connectivity,ConnectingAbility,Person,Universal,WorkTasks,both
http://linked.aub.edu.lb/actionrec/Review/01d59a31c7733d95b99f1a0ef2152d54,{'Samsung - Galaxy Book2 Pro 360 2-in-1 15.6 AMOLED Touch Screen Laptop - Intel 12th Gen Evo Core i7 - 16GB DDR5 Memory  1TB SSD - Silver'},{'Great laptop perfect for my needs. Beautiful screen...'},positive,WorkAction,WorkTasks,ScreenQuality,WorkingAbility,Person,Universal,,positive,WorkAction,ScreenQuality,WorkingAbility,Person,Universal,WorkTasks,both
http://linked.aub.edu.lb/actionrec/Review/aa5c991ba5f346053615e08c6105f590,{'Samsung - Galaxy Book2 Pro 360 2-in-1 15.6 AMOLED Touch Screen Laptop - Intel 12th Gen Evo Core i7 - 16GB DDR5 Memory  1TB SSD - Silver'},{'Used mainly for photo editing and online gaming with my grandchildren. Does everything I need it to do.'},positive,EditAction,MediaObject,,EditingAbility,Person,Universal,,positive,EditAction,Applications,EditingAbility,Person,Universal,MediaObject,both
http://linked.aub.edu.lb/actionrec/Review/00eb0510cc0410d6a38289b9ff149504,{'Samsung - Galaxy Book2 Pro 360 2-in-1 15.6 AMOLED Touch Screen Laptop - Intel 12th Gen Evo Core i7 - 16GB DDR5 Memory  1TB SSD - Silver'},{'Like the large screen and touch screen/pen.  So much to explore and lots of storage space.'},positive,WorkAction,WorkTasks,ScreenSize,WorkingAbility,Person,Home,,positive,WorkAction,ScreenSize,WorkingAbility,Person,Home,WorkTasks,both
http://linked.aub.edu.lb/actionrec/Review/4ac5e05337419b6561db325f94a759d9,{'Samsung - Galaxy Book2 Pro 360 2-in-1 15.6 AMOLED Touch Screen Laptop - Intel 12th Gen Evo Core i7 - 16GB DDR5 Memory  1TB SSD - Silver'},"{'Love this computer! Light weight, fast, and reliable.'}",positive,WorkAction,WorkTasks,Reliability,WorkingAbility,Person,Universal,,positive,WorkAction,Reliability,WorkingAbility,Person,Universal,WorkTasks,both
http://linked.aub.edu.lb/actionrec/Review/6dbc153b0fde6727479971c1fe36ee2d,{'Samsung - Galaxy Book2 Pro 360 2-in-1 15.6 AMOLED Touch Screen Laptop - Intel 12th Gen Evo Core i7 - 16GB DDR5 Memory  1TB SSD - Silver'},"{'excellent quality of laptop. keyboard has well spaced keys, easy and comfortable to type on.  Best Buy customer service top notch.'}",positive,TypeAction,TypedDocuments,Keyboard,TypingAbility,Person,Home,,positive,TypeAction,Keyboard,TypingAbility,Person,Home,TypedDocuments,both
http://linked.aub.edu.lb/actionrec/Review/402cb97cb76d7ba20f0c8912956a590e,{'Samsung - Galaxy Book2 Pro 360 2-in-1 15.6 AMOLED Touch Screen Laptop - Intel 12th Gen Evo Core i7 - 16GB DDR5 Memory  1TB SSD - Silver'},"{'The battery doesn""t last quite as long as I would like, but overall, I love the features and the fact that I can fold it into an iPad. Taking notes with this is seamless.'}",positive,TakeAction,WorkTasks,Keyboard,TakingAbility,Person,Universal,,positive,TakeAction,EaseOfUsing,TakingAbility,Person,Universal,WorkTasks,both
http://linked.aub.edu.lb/actionrec/Review/fb3d2f44575090bbb46a53a99bb64680,{'Samsung - Galaxy Book2 Pro 360 2-in-1 15.6 AMOLED Touch Screen Laptop - Intel 12th Gen Evo Core i7 - 16GB DDR5 Memory  1TB SSD - Silver'},{'Samsung - Galaxy Book2 Pro 360 15.6 -The only possible thing I can find negative about this laptop is that the mouse pad is excessively sensitive.'},negative,MoveAction,Files,MousePad,MovingAbility,Person,Universal,,negative,MoveAction,MousePad,MovingAbility,Person,Universal,Files,both
http://linked.aub.edu.lb/actionrec/Review/cd3a495dc7478493264b30754bb90769,{'Samsung - Galaxy Book2 Pro 360 2-in-1 15.6 AMOLED Touch Screen Laptop - Intel 12th Gen Evo Core i7 - 16GB DDR5 Memory  1TB SSD - Silver'},"{'My husband loves his new laptop. Sleek, fast and easy to operate!'}",positive,OperateAction,WorkTasks,,OperatingAbility,Person,Universal,,positive,OperateAction,Design,OperatingAbility,Person,Universal,WorkTasks,both
http://linked.aub.edu.lb/actionrec/Review/e1866c920f293574774bddd287b31a6c,{'Samsung - Galaxy Book2 Pro 360 2-in-1 15.6 AMOLED Touch Screen Laptop - Intel 12th Gen Evo Core i7 - 16GB DDR5 Memory  1TB SSD - Silver'},"{'Incredibly fast and proficient! Responsive in seconds, I wish that I would have bought this years ago!'}",positive,WorkAction,WorkTasks,Speed,WorkingAbility,Person,Universal,,positive,WorkAction,Speed,WorkingAbility,Person,Universal,WorkTasks,both
http://linked.aub.edu.lb/actionrec/Review/691cd979d356c4090ec400df669dfa17,{'Samsung - Galaxy Book2 Pro 360 2-in-1 15.6 AMOLED Touch Screen Laptop - Intel 12th Gen Evo Core i7 - 16GB DDR5 Memory  1TB SSD - Silver'},{'Solid design and performance.  Picture quality is great for watching movies.  Loving it so far.'},positive,WatchAction,MediaObject,DisplayModel,WatchingAbility,Person,Home,,positive,WatchAction,ScreenQuality,WatchingAbility,Person,Work,MediaObject,both
http://linked.aub.edu.lb/actionrec/Review/a04fdd3f7df5b0b43b40794a28a0f74c,{'Samsung - Galaxy Book2 Pro 360 2-in-1 15.6 AMOLED Touch Screen Laptop - Intel 12th Gen Evo Core i7 - 16GB DDR5 Memory  1TB SSD - Silver'},{'Very practical computer. I use it for work and school and doing presentations on this thing is amazing!'},positive,WorkAction,WorkTasks,Speed,WorkingAbility,Person,Universal,,positive,WorkAction,EaseOfUsing,WorkingAbility,Person,School,WorkTasks,both
http://linked.aub.edu.lb/actionrec/Review/d53ff7178d538414a172d90405c5273a,{'Samsung - Galaxy Book2 Pro 360 2-in-1 15.6 AMOLED Touch Screen Laptop - Intel 12th Gen Evo Core i7 - 16GB DDR5 Memory  1TB SSD - Silver'},{'Very easy to use. Very light to carry and folds over so I can use it to follow recipes and like the touch screen.  The keyboard is excellent and like the fact numbers are also on the side. Easy for me to use. Just overall an excellent product. Responds quickly.'},positive,UseAction,WorkTasks,,UsingAbility,Person,Universal,,positive,UseAction,EaseOfUsing,UsingAbility,Person,Universal,WorkTasks,both
http://linked.aub.edu.lb/actionrec/Review/46fbfb8c3e2ea4b1324aa2a2a8d63f20,{'Samsung - Galaxy Book2 Pro 360 2-in-1 15.6 AMOLED Touch Screen Laptop - Intel 12th Gen Evo Core i7 - 16GB DDR5 Memory  1TB SSD - Silver'},{'It fell off my legs and stopped working! Approximately 9 inches'},negative,WorkAction,WorkTasks,TabletFunction,WorkingAbility,Person,Home,,negative,WorkAction,TabletFunction,WorkingAbility,Person,Universal,WorkTasks,both
http://linked.aub.edu.lb/actionrec/Review/2ff02e8bf7a6e40cff44b177cbabfecf,{'Samsung - Galaxy Book2 Pro 360 2-in-1 15.6 AMOLED Touch Screen Laptop - Intel 12th Gen Evo Core i7 - 16GB DDR5 Memory  1TB SSD - Silver'},{'I really like the Samsung book2 360 its compatible with all my other Samsung products'},positive,WorkAction,WorkTasks,Compatibility,WorkingAbility,Person,Universal,,positive,WorkAction,Compatibility,WorkingAbility,Person,Universal,WorkTasks,both
http://linked.aub.edu.lb/actionrec/Review/f10be7548c8ab708f431ffc52da25368,{'Samsung - Galaxy Book2 Pro 360 2-in-1 15.6 AMOLED Touch Screen Laptop - Intel 12th Gen Evo Core i7 - 16GB DDR5 Memory  1TB SSD - Silver'},"{'Lightweight, sleek design. Works smoothly. Lots of memory'}",positive,WorkAction,WorkTasks,Speed,WorkingAbility,Person,Universal,,positive,WorkAction,Speed,WorkingAbility,Person,Universal,WorkTasks,both
http://linked.aub.edu.lb/actionrec/Review/00a1bc211319ad709c899ef70f556146,{'Samsung - Galaxy Book2 Pro 360 2-in-1 15.6 AMOLED Touch Screen Laptop - Intel 12th Gen Evo Core i7 - 16GB DDR5 Memory  1TB SSD - Silver'},"{'Excellent price as I got an open box model.  Durability remains a question, but so far working fine.'}",positive,WorkAction,WorkTasks,,WorkingAbility,Person,Universal,,positive,WorkAction,EaseOfUsing,WorkingAbility,Person,Universal,WorkTasks,both
http://linked.aub.edu.lb/actionrec/Review/1c94deb93b5df6fc317d3032ec957e85,{'Samsung - Galaxy Book2 Pro 360 2-in-1 15.6 AMOLED Touch Screen Laptop - Intel 12th Gen Evo Core i7 - 16GB DDR5 Memory  1TB SSD - Silver'},{'It had everything I wanted- but a graphics card. And it was still buffering files when it came to editing video and publishing. And at some point it would overheat with no fan because the make is so thin. Also not one usb port. All were c -types which caused for more purchasing of equipment - like a docking station.'},negative,EditAction,MediaObject,Hardware,EditingAbility,Person,Universal,,negative,EditAction,Hardware,EditingAbility,Person,Universal,MediaObject,both
http://linked.aub.edu.lb/actionrec/Review/e33f90663c9ab41179db3465e261856e,{'Samsung - Galaxy Book2 Pro 360 2-in-1 15.6 AMOLED Touch Screen Laptop - Intel 12th Gen Evo Core i7 - 16GB DDR5 Memory  1TB SSD - Silver'},{'Bought it for my son for his first year of college. So far so good!!'},positive,StudyAction,SchoolWork,SpeakerQuality,StudyingAbility,Student,College,,positive,StudyAction,quality,StudyingAbility,Student,College,SchoolWork,both
http://linked.aub.edu.lb/actionrec/Review/f408492cb27839cca33a31a61332ca95,{'Samsung - Galaxy Book2 Pro 360 2-in-1 15.6 AMOLED Touch Screen Laptop - Intel 12th Gen Evo Core i7 - 16GB DDR5 Memory  1TB SSD - Silver'},"{'An amazing laptop. Durable, but not clunky! Great battery life.'}",positive,TeachAction,WorkTasks,BatteryLife,TeachingAbility,Person,Universal,,positive,ChargeAction,BatteryLife,ChargingAbility,Person,Universal,WorkTasks,both
http://linked.aub.edu.lb/actionrec/Review/49c7d2108183de9d0afc979370f09eae,{'Samsung - Galaxy Book2 Pro 360 2-in-1 15.6 AMOLED Touch Screen Laptop - Intel 12th Gen Evo Core i7 - 16GB DDR5 Memory  1TB SSD - Silver'},"{'Was very hesitant about getting a new laptop but needed one for work...everything about this laptop has exceeded every single expectation I had and put to rest any doubts i may have had before...blazing fast, no lag, plenty of memory and storage...I don""t do any gaming but a buddy of mine does and he did a benchmark on it and was blown away that it put the numbers down that it did...without a doubt happy I kept it in the Samsung family!'}",positive,WorkAction,WorkTasks,Speed,WorkingAbility,Person,Universal,,positive,WorkAction,Speed,WorkingAbility,Person,Universal,WorkTasks,both
http://linked.aub.edu.lb/actionrec/Review/a9d133de5dade400e239a85a45dee672,{'Samsung - Galaxy Book2 Pro 360 2-in-1 15.6 AMOLED Touch Screen Laptop - Intel 12th Gen Evo Core i7 - 16GB DDR5 Memory  1TB SSD - Silver'},{'Has everything needed for engineering degree. Interfaces well with all the software so no coding required. Able to take notes right on computer for quick access. Does more than we imagined.'},positive,TakeAction,WorkTasks,TabletFunction,TakingAbility,Person,Universal,,positive,TakeAction,TabletFunction,TakingAbility,Person,Universal,WorkTasks,both
http://linked.aub.edu.lb/actionrec/Review/4bbce5075e0ba54764e422557b43775c,{'Samsung - Galaxy Book2 Pro 360 2-in-1 15.6 AMOLED Touch Screen Laptop - Intel 12th Gen Evo Core i7 - 16GB DDR5 Memory  1TB SSD - Silver'},"{'This computer has everything! Its light and quiet and I love the backlit keyboard. It is fast and the battery charges in about 2 hours with the thunderbolt 4 port. I dropped 1 star for 2 reasons. The big one is there is only USB C jacks, no A so the first thing I had to do is order converters for A as my mouse and backup drive are A. Also, the battery does not last anywhere near 21 hours like they advertise. You will get maybe 5-7 hours depending on mode it is in. Overall, I love the computer and if they would have at least included one USB A converter I would have given the 5 stars.'}",positive,UseAction,WorkTasks,BackLight,UsingAbility,Person,Universal,,positive,UseAction,BackLight,UsingAbility,Person,Universal,WorkTasks,both
http://linked.aub.edu.lb/actionrec/Review/21ae0da94a7b3705868f138287536eac,{'Samsung - Galaxy Book2 Pro 360 2-in-1 15.6 AMOLED Touch Screen Laptop - Intel 12th Gen Evo Core i7 - 16GB DDR5 Memory  1TB SSD - Silver'},{'I bought this laptop for college and its great. Its really fast and i havent had any type of problem.'},positive,StudyAction,Work,Speed,StudyingAbility,Student,Home,,positive,StudyAction,Speed,StudyingAbility,Student,Home,Work,both
http://linked.aub.edu.lb/actionrec/Review/7ea9bf1323e53de0add60474dea5c9c3,{'Samsung - Galaxy Book2 Pro 360 2-in-1 15.6 AMOLED Touch Screen Laptop - Intel 12th Gen Evo Core i7 - 16GB DDR5 Memory  1TB SSD - Silver'},"{'This laptop is very nice. It has a large screen that has vibrant, clear colors.'}",positive,WorkAction,WorkTasks,ScreenQuality,WorkingAbility,Person,Universal,,positive,WorkAction,ScreenQuality,WorkingAbility,Person,Universal,WorkTasks,both
http://linked.aub.edu.lb/actionrec/Review/c5e770fd87c3df008ba376a5ca21c335,{'Samsung - Galaxy Book2 Pro 360 2-in-1 15.6 AMOLED Touch Screen Laptop - Intel 12th Gen Evo Core i7 - 16GB DDR5 Memory  1TB SSD - Silver'},{'I have never had a Samsung laptop prior to this one but battery life is excellent and it is very lightweight! Screen is a nice size and color quality is amazing! Does everything I need for working in the education field. Happy with my purchase.'},positive,WorkAction,WorkTasks,Lightweight,WorkingAbility,Person,Universal,,positive,WorkAction,Lightweight,WorkingAbility,Person,Universal,WorkTasks,both
http://linked.aub.edu.lb/actionrec/Review/453ec36944bbadae6607b7e91cd1ac6b,{'Samsung - Galaxy Book2 Pro 360 2-in-1 15.6 AMOLED Touch Screen Laptop - Intel 12th Gen Evo Core i7 - 16GB DDR5 Memory  1TB SSD - Silver'},{'I put based the laptop for my son for college. He loves it. He likes the pen to be able to take notes in class.'},positive,DrawAction,DrawingObject,Pen,DrawingAbility,Person,Universal,,positive,DrawAction,Pen,DrawingAbility,Person,Universal,DrawingObject,both
